persona_id,model,w1_norm,w1_boot_mean,w1_boot_sd,w1_ci_lower,w1_ci_upper,country,sex,age_group,education
CHN_Female_50-64_Higher,gemma3,0.2746464645555556,0.27650121212121215,0.07376843333581505,0.13828282828282834,0.4312121212121212,CHN,Female,50-64,Higher
CHN_Female_50-64_Higher,qwen,0.4393939396666667,0.43882323232323234,0.05180780815897868,0.33838383838383845,0.5353535353535354,CHN,Female,50-64,Higher
CHN_Female_50-64_Lower,bielik,0.2099999998888889,0.20951604938271604,0.01348002760224984,0.18253086419753087,0.23592592592592596,CHN,Female,50-64,Lower
CHN_Female_50-64_Lower,gemma3,0.22555555544444447,0.2259567901234568,0.01327947366930107,0.2011651234567901,0.2517978395061728,CHN,Female,50-64,Lower
CHN_Female_50-64_Lower,qwen,0.5000000001111111,0.499779012345679,0.011766850652360675,0.47714506172839505,0.5216049382716049,CHN,Female,50-64,Lower
CHN_Female_50-64_Medium,bielik,0.19921921833333334,0.1994189189189189,0.027954713451328585,0.1466666666666667,0.25627627627627625,CHN,Female,50-64,Medium
CHN_Female_50-64_Medium,gemma3,0.205885885,0.20723573573573573,0.028482206253593375,0.15483483483483484,0.2644819819819819,CHN,Female,50-64,Medium
CHN_Female_50-64_Medium,qwen,0.5195195194444444,0.5203138138138138,0.025226629734888945,0.4684684684684685,0.5660660660660661,CHN,Female,50-64,Medium
CHN_Female_65+_Lower,bielik,0.21935185200000001,0.2180635802469136,0.02894623245736389,0.16377700617283952,0.27490740740740743,CHN,Female,65+,Lower
CHN_Female_65+_Lower,gemma3,0.29552469133333337,0.29641203703703706,0.017240471428670155,0.2654128086419753,0.3310378086419753,CHN,Female,65+,Lower
CHN_Female_65+_Lower,qwen,0.46515432088888886,0.4648140432098765,0.023453292301891852,0.41806712962962966,0.5114699074074073,CHN,Female,65+,Lower
CHN_Female_65+_Medium,bielik,0.2548148151111111,0.2670122222222222,0.09746741621606492,0.09740740740740743,0.4911111111111111,CHN,Female,65+,Medium
CHN_Female_65+_Medium,gemma3,0.3025925928888889,0.29845037037037037,0.06186207762705338,0.18222222222222223,0.413935185185185,CHN,Female,65+,Medium
CHN_Female_65+_Medium,qwen,0.4737037035555556,0.4759422222222222,0.07465632218481116,0.33169444444444446,0.6125925925925926,CHN,Female,65+,Medium
CHN_Male_18-29_Higher,bielik,0.16154826944444442,0.16203825136612024,0.016676165284464698,0.1314936247723133,0.1952459016393443,CHN,Male,18-29,Higher
CHN_Male_18-29_Higher,gemma3,0.17395264099999994,0.17428597449908925,0.02230407225024827,0.1311475409836066,0.21860200364298726,CHN,Male,18-29,Higher
CHN_Male_18-29_Higher,qwen,0.21948998166666664,0.2189353369763206,0.01224081540271,0.195787795992714,0.24408014571949,CHN,Male,18-29,Higher
CHN_Male_18-29_Lower,bielik,0.148253968,0.1489678306878307,0.03116366826719997,0.09269841269841271,0.21703703703703706,CHN,Male,18-29,Lower
CHN_Male_18-29_Lower,gemma3,0.19047619022222223,0.18859523809523812,0.04144658665585089,0.11375661375661378,0.2698412698412699,CHN,Male,18-29,Lower
CHN_Male_18-29_Lower,qwen,0.3280423277777778,0.3281878306878307,0.024744921433650598,0.27777777777777785,0.37566137566137564,CHN,Male,18-29,Lower
